player,pos,salary,date,slug
Patrick Patterson,PF/C,3600,2017-10-19,pattepa01
Frank Ntilikina,PG/SG,3600,2017-10-19,ntilila01
Kyle O'Quinn,PF/C,3500,2017-10-19,oquinky01
Delon Wright,PG/SG,3500,2017-10-19,wrighde01
Josh Hart,PG/SG,3500,2017-10-19,hartjo01
Thomas Bryant,PF/C,3400,2017-10-19,bryanth01
Corey Brewer,SG/SF,3300,2017-10-19,breweco01
Quincy Pondexter,SG/SF,3300,2017-10-19,pondequ01
Lucas Nogueira,PF/C,3300,2017-10-19,noguelu01
Jarrett Jack,PG,3200,2017-10-19,jackja01
Tyler Ennis,PG/SG,3200,2017-10-19,ennisty01
Sam Dekker,SF/PF,3200,2017-10-19,dekkesa01
Kay Felder,PG,3200,2017-10-19,feldeka01
Alex Abrines,SG/SF,3200,2017-10-19,abrinal01
Wesley Johnson,SF/PF,3100,2017-10-19,johnswe01
Raymond Felton,PG/SG,3100,2017-10-19,feltora01
Jerami Grant,SF/PF,3100,2017-10-19,grantje01
Mindaugas Kuzminskas,SF,3100,2017-10-19,kuzmimi01
Jakob Poeltl,PF/C,3100,2017-10-19,poeltja01
Kyle Singler,SG/SF,3000,2017-10-19,singlky01
K.J. McDaniels,SG/SF,3000,2017-10-19,
Andrew Bogut,C,3000,2017-10-19,bogutan01
Nick Collison,PF/C,3000,2017-10-19,collini01
Lance Thomas,SF/PF,3000,2017-10-19,thomala01
Bruno Caboclo,SF,3000,2017-10-19,cabocbr01
Lorenzo Brown,PG,3000,2017-10-19,brownlo01
Willie Reed,C,3000,2017-10-19,reedwi02
Malcolm Miller,PF,3000,2017-10-19,millema01
Jamil Wilson,SF/PF,3000,2017-10-19,wilsoja02
Montrezl Harrell,PF/C,3000,2017-10-19,harremo01
Josh Huestis,SF/PF,3000,2017-10-19,huestjo01
Cameron Payne,PG/SG,3000,2017-10-19,payneca01
C.J. Williams,SG,3000,2017-10-19,willicj01
Brice Johnson,PF/C,3000,2017-10-19,johnsbr02
Ron Baker,PG/SG,3000,2017-10-19,bakerro01
Ryan Arcidiacono,PG,3000,2017-10-19,arcidry01
Pascal Siakam,PF,3000,2017-10-19,siakapa01
Fred VanVleet,PG,3000,2017-10-19,vanvlfr01
David Nwaba,PG/SG,3000,2017-10-19,nwabada01
Antonio Blakeney,PG,3000,2017-10-19,blakean01
Sindarius Thornwell,SG,3000,2017-10-19,thornsi01
Jawun Evans,PG,3000,2017-10-19,evansja01
Alex Caruso,PG/SG,3000,2017-10-19,carusal01
Damyean Dotson,SG,3000,2017-10-19,dotsoda01
Luke Kornet,PF,3000,2017-10-19,kornelu01
Dakari Johnson,C,3000,2017-10-19,johnsda04
Terrance Ferguson,SG/SF,3000,2017-10-19,fergute01
OG Anunoby,SG/SF,3000,2017-10-19,anunoog01
Alfonzo McKinnie,PF,3000,2017-10-19,mckinal01
PJ Dozier,PG,3000,2017-10-19,doziepj01
Daniel Hamilton,SF,3000,2017-10-19,hamilda02
Giannis Antetokounmpo,PG/SF,10800,2017-10-20,antetgi01
Anthony Davis,PF/C,10600,2017-10-20,davisan02
LeBron James,SF/PF,10500,2017-10-20,jamesle01
DeMarcus Cousins,PF/C,10400,2017-10-20,couside01
John Wall,PG,9800,2017-10-20,walljo01
Kevin Durant,SF/PF,9600,2017-10-20,duranke01
Damian Lillard,PG,9300,2017-10-20,lillada01
Karl-Anthony Towns,C,9100,2017-10-20,townska01
Stephen Curry,PG/SG,8800,2017-10-20,curryst01
Kyrie Irving,PG,8600,2017-10-20,irvinky01
Rudy Gobert,C,8200,2017-10-20,goberru01
Joel Embiid,C,8000,2017-10-20,embiijo01
Myles Turner,C,7900,2017-10-20,turnemy01
Kemba Walker,PG,7800,2017-10-20,walkeke02
Jimmy Butler,SG,7700,2017-10-20,butleji01
Nikola Vucevic,C,7600,2017-10-20,vucevni01
Andre Drummond,C,7600,2017-10-20,drumman01
Dennis Schroder,PG,7600,2017-10-20,schrode01
Kevin Love,PF/C,7500,2017-10-20,loveke01
Ben Simmons,PG/SF,7500,2017-10-20,simmobe01
Eric Bledsoe,PG/SG,7400,2017-10-20,bledser01
Elfrid Payton,PG,7300,2017-10-20,paytoel01
Draymond Green,PF/C,7300,2017-10-20,greendr01
D'Angelo Russell,PG,7300,2017-10-20,russeda01
C.J. McCollum,PG/SG,7200,2017-10-20,mccolcj01
Ricky Rubio,PG,7100,2017-10-20,rubiori01
Bradley Beal,SG,7100,2017-10-20,bealbr01
Aaron Gordon,SF/PF,7000,2017-10-20,gordoaa01
Jusuf Nurkic,C,7000,2017-10-20,nurkiju01
Devin Booker,SG/SF,7000,2017-10-20,bookede01
Victor Oladipo,PG/SG,6900,2017-10-20,oladivi01
Al Horford,PF/C,6800,2017-10-20,horfoal01
Lonzo Ball,PG,6800,2017-10-20,balllo01
Dwight Howard,C,6700,2017-10-20,howardw01
Dennis Smith Jr.,PG/SG,6600,2017-10-20,smithde03
Isaiah Thomas,PG,6500,2017-10-20,thomais02
Klay Thompson,SG,6500,2017-10-20,thompkl01
Brook Lopez,C,6500,2017-10-20,lopezbr01
Khris Middleton,SG/SF,6400,2017-10-20,middlkh01
Andrew Wiggins,SF/PF,6300,2017-10-20,wiggian01
Willie Cauley-Stein,PF/C,6200,2017-10-20,caulewi01
Jrue Holiday,PG/SG,6100,2017-10-20,holidjr01
Marcus Smart,SG/SF,6000,2017-10-20,smartma01
Tobias Harris,SF/PF,5900,2017-10-20,harrito02
Jeremy Lin,SG,5900,2017-10-20,linje01
Julius Randle,PF/C,5800,2017-10-20,randlju01
Thaddeus Young,SF/PF,5800,2017-10-20,youngth01
Darren Collison,PG,5800,2017-10-20,collida01
Jayson Tatum,SF/PF,5800,2017-10-20,tatumja01
Robert Covington,SF/PF,5700,2017-10-20,covinro01
Harrison Barnes,SF/PF,5700,2017-10-20,barneha02
Jeremy Lamb,SG/SF,5700,2017-10-20,lambje01
Jeff Teague,PG,5600,2017-10-20,teaguje01
Marcin Gortat,C,5600,2017-10-20,gortama01
Zach Randolph,PF/C,5500,2017-10-20,randoza01
Derrick Favors,PF/C,5500,2017-10-20,favorde01
Nerlens Noel,C,5500,2017-10-20,noelne01
Otto Porter,SF/PF,5500,2017-10-20,porteot01
Jaylen Brown,SG/SF,5500,2017-10-20,brownja02
Evan Fournier,SG/SF,5400,2017-10-20,fournev01
Rajon Rondo,PG,5400,2017-10-20,rondora01
Avery Bradley,PG/SG,5400,2017-10-20,bradlav01
Reggie Jackson,PG,5400,2017-10-20,jacksre01
Rondae Hollis-Jefferson,SF/PF,5400,2017-10-20,holliro01
Dario Saric,PF/C,5400,2017-10-20,saricda01
Rodney Hood,SG/SF,5300,2017-10-20,hoodro01
George Hill,PG/SG,5200,2017-10-20,hillge01
Brandon Ingram,SG/SF,5200,2017-10-20,ingrabr01
Buddy Hield,SG/SF,5200,2017-10-20,hieldbu01
Wesley Matthews,SG/SF,5100,2017-10-20,matthwe02
De'Aaron Fox,PG,5100,2017-10-20,foxde01
Dirk Nowitzki,PF/C,5000,2017-10-20,nowitdi01
Dwyane Wade,SG,5000,2017-10-20,wadedw01
Gordon Hayward,SG/SF,5000,2017-10-20,haywago01
Markieff Morris,SF/PF,5000,2017-10-20,morrima02
Kent Bazemore,SG/SF,5000,2017-10-20,bazemke01
Jabari Parker,SF/PF,5000,2017-10-20,parkeja01
Lance Stephenson,SG/SF,5000,2017-10-20,stephla01
T.J. Warren,SF/PF,5000,2017-10-20,warretj01
Taurean Prince,SG/SF,5000,2017-10-20,princta02
Malcolm Brogdon,PG/SG,5000,2017-10-20,brogdma01
Markelle Fultz,PG/SG,5000,2017-10-20,fultzma01
Derrick Rose,PG,4900,2017-10-20,rosede01
Skal Labissiere,PF/C,4900,2017-10-20,labissk01
Kyle Kuzma,SF/PF,4900,2017-10-20,kuzmaky01
Al-Farouq Aminu,SF/PF,4800,2017-10-20,aminual01
Greg Monroe,PF/C,4800,2017-10-20,monrogr01
Allen Crabbe,SG/SF,4800,2017-10-20,crabbal01
Marquese Chriss,PF/C,4800,2017-10-20,chrisma01
Jae Crowder,SF/PF,4700,2017-10-20,crowdja01
Dewayne Dedmon,C,4700,2017-10-20,dedmode01
Trevor Booker,PF/C,4700,2017-10-20,booketr01
Josh Jackson,SG/SF,4700,2017-10-20,jacksjo02
Joe Ingles,SG/SF,4600,2017-10-20,inglejo01
Evan Turner,SG/SF,4500,2017-10-20,turneev01
Ersan Ilyasova,SF/PF,4500,2017-10-20,ilyaser01
Marcus Morris,SF/PF,4500,2017-10-20,morrima03
Kentavious Caldwell-Pope,SG,4500,2017-10-20,caldwke01
Michael Kidd-Gilchrist,SF,4500,2017-10-20,kiddgmi01
J.J. Redick,SG/SF,4500,2017-10-20,redicjj01
Bogdan Bogdanovic,SG/SF,4500,2017-10-20,bogdabo01
Maurice Harkless,SF/PF,4400,2017-10-20,harklma01
Jordan Clarkson,PG/SG,4400,2017-10-20,clarkjo01
Marvin Williams,SF/PF,4400,2017-10-20,willima02
Kelly Oubre Jr.,SG/SF,4400,2017-10-20,oubreke01
Caris LeVert,PG/SF,4400,2017-10-20,leverca01
John Collins,PF/C,4400,2017-10-20,collijo01
DeMarre Carroll,SF/PF,4300,2017-10-20,carrode01
Terrence Ross,SG/SF,4300,2017-10-20,rosste01
Frank Kaminsky,PF/C,4300,2017-10-20,kaminfr01
Larry Nance Jr.,SF/PF,4300,2017-10-20,nancela02
Sean Kilpatrick,PG/SG,4300,2017-10-20,kilpase01
Juan Jose Barea,PG/SG,4200,2017-10-20,bareajo01
Terry Rozier,PG/SG,4200,2017-10-20,roziete01
Yogi Ferrell,PG/SG,4200,2017-10-20,ferreyo01
Ishmael Smith,PG,4100,2017-10-20,smithis01
Jason Smith,PF/C,4100,2017-10-20,smithja02
Bojan Bogdanovic,SG/SF,4100,2017-10-20,bogdabo02
Andre Iguodala,SG/SF,4100,2017-10-20,iguodan01
Alex Len,PF/C,4100,2017-10-20,lenal01
Caleb Swanigan,PF,4100,2017-10-20,swanica01
Tyson Chandler,C,4000,2017-10-20,chandty01
Cory Joseph,PG,4000,2017-10-20,josepco01
Nick Young,SG,4000,2017-10-20,youngni01
Nicolas Batum,SG/SF,4000,2017-10-20,batumni01
Jerryd Bayless,PG/SG,4000,2017-10-20,bayleje01
Taj Gibson,PF/C,4000,2017-10-20,gibsota01
Ian Mahinmi,C,4000,2017-10-20,mahinia01
Cody Zeller,C,4000,2017-10-20,zelleco01
Seth Curry,PG/SG,4000,2017-10-20,curryse01
Jonathon Simmons,SG/SF,4000,2017-10-20,simmojo02
Tyler Ulis,PG,4000,2017-10-20,ulisty01
Donovan Mitchell,PG/SG,4000,2017-10-20,mitchdo01
Joe Johnson,SG/SF,3900,2017-10-20,johnsjo02
Jon Leuer,PF/C,3900,2017-10-20,leuerjo01
Tristan Thompson,PF/C,3900,2017-10-20,thomptr01
Richaun Holmes,PF/C,3900,2017-10-20,holmeri01
Patrick McCaw,SG/SF,3900,2017-10-20,mccawpa01
Bismack Biyombo,PF/C,3800,2017-10-20,biyombi01
Glenn Robinson III,SG/SF,3800,2017-10-20,robingl02
Jahlil Okafor,C,3800,2017-10-20,okafoja01
Ivica Zubac,C,3800,2017-10-20,zubaciv01
Jarrett Allen,PF/C,3800,2017-10-20,allenja01
Jordan Bell,PF/C,3800,2017-10-20,belljo01
Luol Deng,SF/PF,3700,2017-10-20,denglu01
Jonas Jerebko,SF/PF,3700,2017-10-20,jerebjo01
Jamal Crawford,SG,3700,2017-10-20,crawfja01
Gorgui Dieng,PF/C,3700,2017-10-20,dienggo01
Garrett Temple,PG/SG,3700,2017-10-20,templga01
E'Twaun Moore,SG/SF,3700,2017-10-20,mooreet01
Tim Frazier,PG,3700,2017-10-20,fraziti01
Stanley Johnson,SG/SF,3700,2017-10-20,johnsst04
Boban Marjanovic,C,3700,2017-10-20,marjabo01
Malik Monk,PG/SG,3700,2017-10-20,monkma01
Jonathan Isaac,SF/PF,3700,2017-10-20,isaacjo01
Alec Burks,PG/SG,3600,2017-10-20,burksal01
J.R. Smith,SG/SF,3600,2017-10-20,smithjr01
Shaun Livingston,PG/SG,3600,2017-10-20,livinsh01
Jordan Crawford,PG/SG,3600,2017-10-20,crawfjo02
Thon Maker,PF/C,3600,2017-10-20,makerth01
Marco Belinelli,SG,3500,2017-10-20,belinma01
Zaza Pachulia,C,3500,2017-10-20,pachuza01
Tony Snell,SG/SF,3500,2017-10-20,snellto01
Al Jefferson,PF/C,3500,2017-10-20,jeffeal01
Spencer Dinwiddie,PG/SG,3500,2017-10-20,dinwisp01
John Henson,C,3500,2017-10-20,hensojo01
Noah Vonleh,PF/C,3500,2017-10-20,vonleno01
Mike Muscala,C,3500,2017-10-20,muscami01
Langston Galloway,PG/SG,3500,2017-10-20,gallola01
Mario Hezonja,SG,3500,2017-10-20,hezonma01
Domantas Sabonis,PF/C,3500,2017-10-20,sabondo01
Josh Hart,PG/SG,3500,2017-10-20,hartjo01
Timofey Mozgov,C,3400,2017-10-20,mozgoti01
Shabazz Napier,PG/SG,3400,2017-10-20,napiesh01
Alan Williams,C,3400,2017-10-20,willial03
Thomas Bryant,PF/C,3400,2017-10-20,bryanth01
Zach Collins,PF/C,3400,2017-10-20,colliza01
Channing Frye,PF/C,3300,2017-10-20,fryech01
Arron Afflalo,SG/SF,3300,2017-10-20,afflaar01
Amir Johnson,PF/C,3300,2017-10-20,johnsam01
Kyle Korver,SG/SF,3300,2017-10-20,korveky01
Corey Brewer,SG/SF,3300,2017-10-20,breweco01
Tony Allen,SG/SF,3300,2017-10-20,allento01
Kosta Koufos,C,3300,2017-10-20,koufoko01
Dwight Powell,PF/C,3300,2017-10-20,poweldw01
Jodie Meeks,SG,3300,2017-10-20,meeksjo01
Joe Harris,SG/SF,3300,2017-10-20,harrijo01
DeAndre Bembry,SG/SF,3300,2017-10-20,bembrde01
Henry Ellenson,PF/C,3300,2017-10-20,ellenhe01
Ed Davis,PF/C,3200,2017-10-20,davised01
Aron Baynes,C,3200,2017-10-20,baynear01
Thabo Sefolosha,SG/SF,3200,2017-10-20,sefolth01
Omri Casspi,SF/PF,3200,2017-10-20,casspom01
Ian Clark,PG/SG,3200,2017-10-20,clarkia01
JaVale McGee,C,3200,2017-10-20,mcgeeja01
Michael Carter-Williams,PG,3200,2017-10-20,cartemi01
Tyler Ennis,PG/SG,3200,2017-10-20,ennisty01
Nemanja Bjelica,SF/PF,3200,2017-10-20,bjeline01
Timothe Luwawu-Cabarrot,SG/SF,3200,2017-10-20,luwawti01
Dwayne Bacon,SG/SF,3200,2017-10-20,bacondw01
Luke Kennard,SG,3200,2017-10-20,kennalu01
D.J. Augustin,PG/SG,3100,2017-10-20,augusdj01
Shabazz Muhammad,SG/SF,3100,2017-10-20,muhamsh01
Matthew Dellavedova,PG/SG,3100,2017-10-20,dellama01
Dante Cunningham,SF/PF,3100,2017-10-20,cunnida01
T.J. McConnell,PG,3100,2017-10-20,mccontj01
Pat Connaughton,SG/SF,3100,2017-10-20,connapa01
Cheick Diallo,PF,3100,2017-10-20,diallch01
Justin Jackson,SG/SF,3100,2017-10-20,jacksju01
Devin Harris,PG/SG,3000,2017-10-20,harride01
Omer Asik,C,3000,2017-10-20,asikom01
Alexis Ajinca,C,3000,2017-10-20,
Jason Terry,PG/SG,3000,2017-10-20,terryja01
Troy Daniels,SG,3000,2017-10-20,danietr01
Darius Miller,SF,3000,2017-10-20,milleda01
Jeff Withey,C,3000,2017-10-20,witheje01
Luke Babbitt,SF/PF,3000,2017-10-20,babbilu01
Brandon Knight,PG/SG,3000,2017-10-20,knighbr03
Jeff Green,SF/PF,3000,2017-10-20,greenje02
Vince Carter,SG/SF,3000,2017-10-20,cartevi01
Jose Calderon,PG,3000,2017-10-20,caldejo01
Anthony Tolliver,SF/PF,3000,2017-10-20,tollian01
Mirza Teletovic,SF/PF,3000,2017-10-20,teletmi01
Mike Scott,PF,3000,2017-10-20,scottmi01
Nate Wolters,PG,3000,2017-10-20,woltena01
Miles Plumlee,C,3000,2017-10-20,plumlmi01
Andrew Bogut,C,3000,2017-10-20,bogutan01
Jared Dudley,PF,3000,2017-10-20,dudleja01
Iman Shumpert,PG/SG,3000,2017-10-20,shumpim01
Tyler Zeller,C,3000,2017-10-20,zellety01
Quincy Acy,PF/C,3000,2017-10-20,acyqu01
Dante Exum,PG/SG,3000,2017-10-20,exumda01
Nik Stauskas,PG/SF,3000,2017-10-20,stausni01
Cole Aldrich,C,3000,2017-10-20,aldrico01
Aaron Brooks,PG/SG,3000,2017-10-20,brookaa01
Reggie Bullock,SG/SF,3000,2017-10-20,bullore01
C.J. Wilcox,SG/SF,3000,2017-10-20,
Shane Larkin,PG,3000,2017-10-20,larkish01
Ekpe Udoh,PF/C,3000,2017-10-20,udohek01
David West,PF/C,3000,2017-10-20,westda01
Solomon Hill,SF/PF,3000,2017-10-20,hillso01
Meyers Leonard,PF/C,3000,2017-10-20,leoname01
JaKarr Sampson,SF/PF,3000,2017-10-20,sampsja02
Josh McRoberts,PF/C,3000,2017-10-20,mcrobjo01
Marreese Speights,PF/C,3000,2017-10-20,speigma01
Shelvin Mack,PG,3000,2017-10-20,macksh01
Adreian Payne,PF,3000,2017-10-20,paynead01
Eric Moreland,PF/C,3000,2017-10-20,moreler01
Johnny O'Bryant,PF/C,3000,2017-10-20,obryajo01
James McAdoo,PF,3000,2017-10-20,mcadoja01
Dwight Buyks,PG,3000,2017-10-20,buyckdw01
Chris McCullough,PF/C,3000,2017-10-20,mcculch01
Damien Wilkins,SG/SF,3000,2017-10-20,wilkida02
Jack Cooley,PF,3000,2017-10-20,cooleja01
Quinn Cook,PG,3000,2017-10-20,cookqu01
Salah Mejri,C,3000,2017-10-20,mejrisa01
Justin Anderson,SF/PF,3000,2017-10-20,anderju01
Kevon Looney,SF/PF,3000,2017-10-20,looneke01
Joseph Young,PG/SG,3000,2017-10-20,youngjo01
Anthony Brown,SG/SF,3000,2017-10-20,brownan02
Rashad Vaughn,PG/SG,3000,2017-10-20,vaughra01
Tyus Jones,PG/SG,3000,2017-10-20,jonesty01
Julyan Stone,PG/SG,3000,2017-10-20,stoneju01
Luis Montero,SF,3000,2017-10-20,montelu01
Treveon Graham,SG/SF,3000,2017-10-20,grahatr01
Raulzinho Neto,PG,3000,2017-10-20,netora01
Malcolm Delaney,PG/SG,3000,2017-10-20,delanma01
Josh Magette,PG,3000,2017-10-20,magetjo01
Isaiah Whitehead,PG/SG,3000,2017-10-20,whiteis01
Jalen Jones,SF,3000,2017-10-20,jonesja04
Marcus Georges-Hunt,SG/SF,3000,2017-10-20,georgma01
John Holland,SG/SF,3000,2017-10-20,hollajo02
DeAndre Liggins,PG/SG,3000,2017-10-20,liggide01
Dorian Finney-Smith,SF,3000,2017-10-20,finnedo01
Nicolas Brussino,SG/SF,3000,2017-10-20,brussni01
Damian Jones,C,3000,2017-10-20,jonesda03
Isaiah Taylor,PG,3000,2017-10-20,taylois01
Gary Payton II,SG,3000,2017-10-20,paytoga02
Alex Poythress,SF,3000,2017-10-20,poythal01
Dragan Bender,PF/C,3000,2017-10-20,bendedr01
Derrick Jones Jr.,SF,3000,2017-10-20,jonesde02
Jake Layman,SF/PF,3000,2017-10-20,laymaja01
Georgios Papagiannis,C,3000,2017-10-20,papagge01
Malachi Richardson,SG/SF,3000,2017-10-20,richama01
Marcus Paige,PG,3000,2017-10-20,paigema01
Tomas Satoransky,PG/SG,3000,2017-10-20,satorto01
Sheldon McClellan,SG,3000,2017-10-20,
Tyler Dorsey,PG/SG,3000,2017-10-20,dorsety01
Yakuba Ouattara,SG,3000,2017-10-20,
Guerschon Yabusele,PF/C,3000,2017-10-20,yabusgu01
Abdel Nader,PF,3000,2017-10-20,naderab01
Daniel Theis,PF/C,3000,2017-10-20,theisda01
Jabari Bird,SG,3000,2017-10-20,birdja01
Semi Ojeleye,SF/PF,3000,2017-10-20,ojelese01
Kadeem Allen,SG,3000,2017-10-20,allenka01
Mangok Mathiang,PF/C,3000,2017-10-20,mathima01
Cedi Osman,SG/SF,3000,2017-10-20,osmande01
Ante Zizic,PF/C,3000,2017-10-20,zizican01
Johnathan Motley,PF/C,3000,2017-10-20,motlejo01
Maxi Kleber,PF,3000,2017-10-20,klebima01
Gian Clavell,PG,3000,2017-10-20,clavegi01
Chris Boucher,PF,3000,2017-10-20,bouchch01
Edmond Sumner,PG,3000,2017-10-20,sumneed01
Ike Anigbogu,PF/C,3000,2017-10-20,anigbik01
Alex Caruso,PG/SG,3000,2017-10-20,carusal01
Vander Blue,PG/SG,3000,2017-10-20,blueva01
Sterling Brown,SG,3000,2017-10-20,brownst02
D.J. Wilson,SF/PF,3000,2017-10-20,wilsodj01
Justin Patton,C,3000,2017-10-20,pattoju01
Frank Jackson,PG,3000,2017-10-20,jacksfr01
Charles Cooke,SG,3000,2017-10-20,cookech01
Jamel Artis,SG/SF,3000,2017-10-20,artisja01
Khem Birch,PF,3000,2017-10-20,birchkh01
Wesley Iwundu,SG/SF,3000,2017-10-20,iwundwe01
Jacob Pullen,PG,3000,2017-10-20,pulleja01
Furkan Korkmaz,SG/SF,3000,2017-10-20,korkmfu01
Davon Reed,SG,3000,2017-10-20,reedda01
Alec Peters,SF/PF,3000,2017-10-20,peteral01
Mike James,PG,3000,2017-10-20,jamesmi02
Harry Giles,PF/C,3000,2017-10-20,gilesha01
Frank Mason III,PG/SG,3000,2017-10-20,masonfr01
London Perrantes,PG,3000,2017-10-20,perralo01
Royce O'Neale,SF,3000,2017-10-20,onealro01
Tony Bradley,PF/C,3000,2017-10-20,bradlto01
Eric Griffin,SF/PF,3000,2017-10-20,
Carrick Felix,SG/SF,3000,2017-10-20,
Michael Young,PF,3000,2017-10-20,
Devin Robinson,SG,3000,2017-10-20,robinde01
TJ Leaf,SF/PF,3000,2017-10-20,leaftj01
Jacob Wiley,PG,3000,2017-10-20,wileyja01
Russell Westbrook,PG,11100,2017-10-21,westbru01
Giannis Antetokounmpo,PG/SF,10800,2017-10-21,antetgi01
James Harden,PG/SG,10600,2017-10-21,hardeja01
LeBron James,SF/PF,10300,2017-10-21,jamesle01
Blake Griffin,PF/C,9800,2017-10-21,griffbl01
Kevin Durant,SF/PF,9500,2017-10-21,duranke01
Nikola Jokic,PF/C,9300,2017-10-21,jokicni01
Damian Lillard,PG,8900,2017-10-21,lillada01
Stephen Curry,PG/SG,8700,2017-10-21,curryst01
Hassan Whiteside,C,8400,2017-10-21,whiteha01
Kawhi Leonard,SF/PF,8200,2017-10-21,leonaka01
Rudy Gobert,C,8100,2017-10-21,goberru01
Chris Paul,PG/SG,8000,2017-10-21,paulch01
Paul George,SF,7900,2017-10-21,georgpa01
Myles Turner,C,7900,2017-10-21,turnemy01
Kristaps Porzingis,PF/C,7900,2017-10-21,porzikr01
Andre Drummond,C,7800,2017-10-21,drumman01
Marc Gasol,C,7800,2017-10-21,gasolma01
LaMarcus Aldridge,PF/C,7700,2017-10-21,aldrila01
Mike Conley,PG,7700,2017-10-21,conlemi01
DeAndre Jordan,C,7600,2017-10-21,jordade01
Kevin Love,PF/C,7500,2017-10-21,loveke01
Nikola Vucevic,C,7400,2017-10-21,vucevni01
Eric Bledsoe,PG/SG,7400,2017-10-21,bledser01
Draymond Green,PF/C,7300,2017-10-21,greendr01
Elfrid Payton,PG,7200,2017-10-21,paytoel01
C.J. McCollum,PG/SG,7100,2017-10-21,mccolcj01
Goran Dragic,PG,7000,2017-10-21,dragigo01
Paul Millsap,PF/C,7000,2017-10-21,millspa01
Ricky Rubio,PG,7000,2017-10-21,rubiori01
Jusuf Nurkic,C,7000,2017-10-21,nurkiju01
Devin Booker,SG/SF,7000,2017-10-21,bookede01
Aaron Gordon,SF/PF,6900,2017-10-21,gordoaa01
Carmelo Anthony,SF/PF,6900,2017-10-21,anthoca01
Dennis Smith Jr.,PG/SG,6900,2017-10-21,smithde03
Victor Oladipo,PG/SG,6800,2017-10-21,oladivi01
Clint Capela,C,6600,2017-10-21,capelca01
Isaiah Thomas,PG,6500,2017-10-21,thomais02
Klay Thompson,SG,6500,2017-10-21,thompkl01
Khris Middleton,SG/SF,6400,2017-10-21,middlkh01
Willie Cauley-Stein,PF/C,6200,2017-10-21,caulewi01
Danilo Gallinari,SF,6100,2017-10-21,gallida01
Tobias Harris,SF/PF,6000,2017-10-21,harrito02
Thaddeus Young,SF/PF,5900,2017-10-21,youngth01
Darren Collison,PG,5900,2017-10-21,collida01
Rudy Gay,SF/PF,5800,2017-10-21,gayru01
Harrison Barnes,SF/PF,5800,2017-10-21,barneha02
Gary Harris,SG,5700,2017-10-21,harriga01
Bobby Portis,PF,5700,2017-10-21,portibo01
Evan Fournier,SG/SF,5600,2017-10-21,fournev01
Pau Gasol,PF/C,5600,2017-10-21,gasolpa01
Tim Hardaway Jr.,SG/SF,5600,2017-10-21,hardati02
Nerlens Noel,C,5600,2017-10-21,noelne01
Steven Adams,C,5600,2017-10-21,adamsst01
Dion Waiters,SG/SF,5600,2017-10-21,waitedi01
Zach Randolph,PF/C,5500,2017-10-21,randoza01
Will Barton,SG/SF,5500,2017-10-21,bartowi01
Justin Holiday,SG/SF,5500,2017-10-21,holidju01
Eric Gordon,SG,5400,2017-10-21,gordoer01
Derrick Favors,PF/C,5400,2017-10-21,favorde01
Avery Bradley,PG/SG,5400,2017-10-21,bradlav01
Robin Lopez,C,5400,2017-10-21,lopezro01
Buddy Hield,SG/SF,5400,2017-10-21,hieldbu01
Patrick Beverley,PG/SG,5300,2017-10-21,beverpa01
Louis Williams,PG/SG,5300,2017-10-21,willilo02
George Hill,PG/SG,5300,2017-10-21,hillge01
Wesley Matthews,SG/SF,5200,2017-10-21,matthwe02
Enes Kanter,PF/C,5200,2017-10-21,kanteen01
James Johnson,PF,5200,2017-10-21,johnsja01
Rodney Hood,SG/SF,5200,2017-10-21,hoodro01
Reggie Jackson,PG,5200,2017-10-21,jacksre01
Lauri Markkanen,PF,5200,2017-10-21,markkla01
De'Aaron Fox,PG,5200,2017-10-21,foxde01
T.J. Warren,SF/PF,5100,2017-10-21,warretj01
Jamal Murray,PG/SG,5100,2017-10-21,murraja01
Dirk Nowitzki,PF/C,5000,2017-10-21,nowitdi01
Tyreke Evans,SG/SF,5000,2017-10-21,evansty01
Dwyane Wade,PG/SG,5000,2017-10-21,wadedw01
Jabari Parker,SF/PF,5000,2017-10-21,parkeja01
Lance Stephenson,SG/SF,5000,2017-10-21,stephla01
Nikola Mirotic,PF/C,5000,2017-10-21,mirotni01
Jerian Grant,PG/SG,5000,2017-10-21,grantje02
Malcolm Brogdon,PG/SG,5000,2017-10-21,brogdma01
Kris Dunn,PG,5000,2017-10-21,dunnkr01
Skal Labissiere,PF/C,5000,2017-10-21,labissk01
Derrick Rose,PG,4900,2017-10-21,rosede01
Wilson Chandler,SF/PF,4900,2017-10-21,chandwi01
Jae Crowder,SF/PF,4800,2017-10-21,crowdja01
Greg Monroe,PF/C,4800,2017-10-21,monrogr01
Kelly Olynyk,PF/C,4800,2017-10-21,olynyke01
JaMychal Green,SF/PF,4800,2017-10-21,greenja01
Guillermo Hernangomez,PF/C,4800,2017-10-21,hernawi01
Marquese Chriss,PF/C,4800,2017-10-21,chrisma01
Trevor Ariza,SG/SF,4700,2017-10-21,arizatr01
Al-Farouq Aminu,SF/PF,4700,2017-10-21,aminual01
Josh Jackson,SG/SF,4700,2017-10-21,jacksjo02
Kyle Anderson,SG/SF,4600,2017-10-21,anderky01
Josh Richardson,SG/SF,4600,2017-10-21,richajo01
Zach LaVine,PG/SG,4500,2017-10-21,lavinza01
Joe Ingles,SG/SF,4500,2017-10-21,inglejo01
Tyler Johnson,PG/SG,4500,2017-10-21,johnsty01
