,p1,p2,p3,team,date,venue
235,Giannis Antetokounmpo,Jabari Parker,Khris Middleton,Team.MILWAUKEE_BUCKS,1/16/2016,Location.AWAY
236,Isaiah Thomas,Evan Turner,Avery Bradley,Team.BOSTON_CELTICS,1/16/2016,Location.AWAY
237,Matt Barnes,Zach Randolph,Tony Allen,Team.MEMPHIS_GRIZZLIES,1/16/2016,Location.HOME
238,Marcus Morris,Kentavious Caldwell-Pope,Andre Drummond,Team.DETROIT_PISTONS,1/16/2016,Location.HOME
239,Al Horford,Paul Millsap,Kyle Korver,Team.ATLANTA_HAWKS,1/16/2016,Location.HOME
240,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Team.PORTLAND_TRAIL_BLAZERS,1/16/2016,Location.AWAY
241,Tyler Johnson,Hassan Whiteside,Chris Bosh,Team.MIAMI_HEAT,1/17/2016,Location.AWAY
242,Jordan Clarkson,Julius Randle,D'Angelo Russell,Team.LOS_ANGELES_LAKERS,1/17/2016,Location.HOME
243,Wesley Matthews,Dirk Nowitzki,Raymond Felton,Team.DALLAS_MAVERICKS,1/17/2016,Location.AWAY
244,Kevin Durant,Russell Westbrook,Serge Ibaka,Team.OKLAHOMA_CITY_THUNDER,1/17/2016,Location.HOME
245,Paul George,Monta Ellis,Myles Turner,Team.INDIANA_PACERS,1/17/2016,Location.AWAY
246,Brandon Knight,Markieff Morris,P.J. Tucker,Team.PHOENIX_SUNS,1/17/2016,Location.AWAY
247,LaMarcus Aldridge,Kawhi Leonard,Danny Green,Team.SAN_ANTONIO_SPURS,1/17/2016,Location.HOME
248,Gary Harris,Emmanuel Mudiay,Will Barton,Team.DENVER_NUGGETS,1/17/2016,Location.HOME
249,James Harden,Trevor Ariza,Dwight Howard,Team.HOUSTON_ROCKETS,1/17/2016,Location.AWAY
250,Andrew Wiggins,Karl-Anthony Towns,Ricky Rubio,Team.MINNESOTA_TIMBERWOLVES,1/17/2016,Location.HOME
251,Jared Dudley,Marcin Gortat,John Wall,Team.WASHINGTON_WIZARDS,1/18/2016,Location.HOME
252,Pau Gasol,Jimmy Butler,Doug McDermott,Team.CHICAGO_BULLS,1/18/2016,Location.AWAY
253,Ish Smith,Hollis Thompson,Robert Covington,Team.PHILADELPHIA_76ERS,1/18/2016,Location.AWAY
254,Kemba Walker,Marvin Williams,Nicolas Batum,Team.CHARLOTTE_HORNETS,1/18/2016,Location.HOME
255,Arron Afflalo,Carmelo Anthony,Robin Lopez,Team.NEW_YORK_KNICKS,1/18/2016,Location.HOME
256,Tobias Harris,Nikola Vu?evi?,Elfrid Payton,Team.ORLANDO_MAGIC,1/18/2016,Location.AWAY
257,Wesley Matthews,Dirk Nowitzki,Raymond Felton,Team.DALLAS_MAVERICKS,1/18/2016,Location.HOME
258,Kyle Lowry,DeMar DeRozan,Patrick Patterson,Team.TORONTO_RAPTORS,1/18/2016,Location.HOME
259,Draymond Green,Klay Thompson,Harrison Barnes,Team.GOLDEN_STATE_WARRIORS,1/18/2016,Location.AWAY
260,LeBron James,Kyrie Irving,J.R. Smith,Team.CLEVELAND_CAVALIERS,1/18/2016,Location.HOME
261,Dante Cunningham,Jrue Holiday,Anthony Davis,Team.NEW_ORLEANS_PELICANS,1/18/2016,Location.AWAY
262,Gordon Hayward,Rodney Hood,Rudy Gobert,Team.UTAH_JAZZ,1/18/2016,Location.AWAY
263,DeAndre Jordan,Chris Paul,Jamal Crawford,Team.LOS_ANGELES_CLIPPERS,1/18/2016,Location.HOME
264,Brook Lopez,Thaddeus Young,Bojan Bogdanovi?,Team.BROOKLYN_NETS,1/18/2016,Location.AWAY
265,James Harden,Trevor Ariza,Dwight Howard,Team.HOUSTON_ROCKETS,1/18/2016,Location.AWAY
266,Isaiah Thomas,Evan Turner,Avery Bradley,Team.BOSTON_CELTICS,1/18/2016,Location.AWAY
267,Matt Barnes,Zach Randolph,Tony Allen,Team.MEMPHIS_GRIZZLIES,1/18/2016,Location.HOME
268,Marcus Morris,Kentavious Caldwell-Pope,Andre Drummond,Team.DETROIT_PISTONS,1/18/2016,Location.HOME
269,Al Horford,Paul Millsap,Kyle Korver,Team.ATLANTA_HAWKS,1/18/2016,Location.HOME
270,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Team.PORTLAND_TRAIL_BLAZERS,1/18/2016,Location.AWAY
271,Hassan Whiteside,Chris Bosh,Luol Deng,Team.MIAMI_HEAT,1/19/2016,Location.HOME
272,Kevin Durant,Russell Westbrook,Serge Ibaka,Team.OKLAHOMA_CITY_THUNDER,1/19/2016,Location.AWAY
273,Dante Cunningham,Jrue Holiday,Anthony Davis,Team.NEW_ORLEANS_PELICANS,1/19/2016,Location.HOME
274,Paul George,Monta Ellis,Myles Turner,Team.INDIANA_PACERS,1/19/2016,Location.AWAY
275,Giannis Antetokounmpo,Jabari Parker,Khris Middleton,Team.MILWAUKEE_BUCKS,1/19/2016,Location.AWAY
276,Devin Booker,P.J. Tucker,Alex Len,Team.PHOENIX_SUNS,1/19/2016,Location.HOME
277,Gary Harris,Emmanuel Mudiay,Will Barton,Team.DENVER_NUGGETS,1/19/2016,Location.HOME
278,Andrew Wiggins,Karl-Anthony Towns,Ricky Rubio,Team.MINNESOTA_TIMBERWOLVES,1/19/2016,Location.AWAY
279,Marcin Gortat,John Wall,Garrett Temple,Team.WASHINGTON_WIZARDS,1/20/2016,Location.HOME
280,Pau Gasol,Jimmy Butler,Doug McDermott,Team.CHICAGO_BULLS,1/20/2016,Location.HOME
281,Luol Deng,Justise Winslow,Tyler Johnson,Team.MIAMI_HEAT,1/20/2016,Location.AWAY
282,Ish Smith,Hollis Thompson,Robert Covington,Team.PHILADELPHIA_76ERS,1/20/2016,Location.AWAY
283,Kemba Walker,Marvin Williams,Nicolas Batum,Team.CHARLOTTE_HORNETS,1/20/2016,Location.AWAY
284,Arron Afflalo,Carmelo Anthony,Robin Lopez,Team.NEW_YORK_KNICKS,1/20/2016,Location.HOME
285,Elfrid Payton,Evan Fournier,Nikola Vu?evi?,Team.ORLANDO_MAGIC,1/20/2016,Location.HOME
286,Jordan Clarkson,Julius Randle,D'Angelo Russell,Team.LOS_ANGELES_LAKERS,1/20/2016,Location.HOME
287,Chandler Parsons,Wesley Matthews,Deron Williams,Team.DALLAS_MAVERICKS,1/20/2016,Location.HOME
288,Kyle Lowry,DeMar DeRozan,Patrick Patterson,Team.TORONTO_RAPTORS,1/20/2016,Location.HOME
289,Draymond Green,Klay Thompson,Harrison Barnes,Team.GOLDEN_STATE_WARRIORS,1/20/2016,Location.AWAY
290,DeMarcus Cousins,Rajon Rondo,Darren Collison,Team.SACRAMENTO_KINGS,1/20/2016,Location.AWAY
291,Kevin Durant,Russell Westbrook,Serge Ibaka,Team.OKLAHOMA_CITY_THUNDER,1/20/2016,Location.HOME
292,LeBron James,Kyrie Irving,J.R. Smith,Team.CLEVELAND_CAVALIERS,1/20/2016,Location.AWAY
293,Gordon Hayward,Rodney Hood,Rudy Gobert,Team.UTAH_JAZZ,1/20/2016,Location.AWAY
294,Brook Lopez,Thaddeus Young,Bojan Bogdanovi?,Team.BROOKLYN_NETS,1/20/2016,Location.HOME
295,Trevor Ariza,James Harden,Ty Lawson,Team.HOUSTON_ROCKETS,1/20/2016,Location.HOME
296,Andrew Wiggins,Karl-Anthony Towns,Ricky Rubio,Team.MINNESOTA_TIMBERWOLVES,1/20/2016,Location.AWAY
297,Isaiah Thomas,Evan Turner,Avery Bradley,Team.BOSTON_CELTICS,1/20/2016,Location.AWAY
298,Marcus Morris,Kentavious Caldwell-Pope,Andre Drummond,Team.DETROIT_PISTONS,1/20/2016,Location.AWAY
299,Al Horford,Paul Millsap,Kyle Korver,Team.ATLANTA_HAWKS,1/20/2016,Location.AWAY
300,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Team.PORTLAND_TRAIL_BLAZERS,1/20/2016,Location.HOME
301,DeMarcus Cousins,Rajon Rondo,Darren Collison,Team.SACRAMENTO_KINGS,1/21/2016,Location.HOME
302,LeBron James,Kyrie Irving,J.R. Smith,Team.CLEVELAND_CAVALIERS,1/21/2016,Location.HOME
303,Dante Cunningham,Jrue Holiday,Anthony Davis,Team.NEW_ORLEANS_PELICANS,1/21/2016,Location.HOME
304,DeAndre Jordan,Chris Paul,Jamal Crawford,Team.LOS_ANGELES_CLIPPERS,1/21/2016,Location.AWAY
305,Devin Booker,Archie Goodwin,Tyson Chandler,Team.PHOENIX_SUNS,1/21/2016,Location.HOME
306,LaMarcus Aldridge,Kawhi Leonard,Danny Green,Team.SAN_ANTONIO_SPURS,1/21/2016,Location.AWAY
307,Gary Harris,Emmanuel Mudiay,Will Barton,Team.DENVER_NUGGETS,1/21/2016,Location.HOME
308,Matt Barnes,Marc Gasol,Courtney Lee,Team.MEMPHIS_GRIZZLIES,1/21/2016,Location.AWAY
309,Marcus Morris,Kentavious Caldwell-Pope,Andre Drummond,Team.DETROIT_PISTONS,1/21/2016,Location.AWAY
310,Al Horford,Paul Millsap,Kyle Korver,Team.ATLANTA_HAWKS,1/21/2016,Location.AWAY
311,Pau Gasol,Jimmy Butler,Doug McDermott,Team.CHICAGO_BULLS,1/22/2016,Location.AWAY
312,Justise Winslow,Chris Bosh,Dwyane Wade,Team.MIAMI_HEAT,1/22/2016,Location.AWAY
313,Kemba Walker,Marvin Williams,Spencer Hawes,Team.CHARLOTTE_HORNETS,1/22/2016,Location.AWAY
314,Arron Afflalo,Carmelo Anthony,Robin Lopez,Team.NEW_YORK_KNICKS,1/22/2016,Location.HOME
315,Evan Fournier,Victor Oladipo,Aaron Gordon,Team.ORLANDO_MAGIC,1/22/2016,Location.HOME
316,Jordan Clarkson,Julius Randle,D'Angelo Russell,Team.LOS_ANGELES_LAKERS,1/22/2016,Location.HOME
317,Chandler Parsons,Deron Williams,Wesley Matthews,Team.DALLAS_MAVERICKS,1/22/2016,Location.HOME
318,Kyle Lowry,DeMar DeRozan,Patrick Patterson,Team.TORONTO_RAPTORS,1/22/2016,Location.HOME
319,Draymond Green,Klay Thompson,Harrison Barnes,Team.GOLDEN_STATE_WARRIORS,1/22/2016,Location.HOME
320,Kevin Durant,Russell Westbrook,Serge Ibaka,Team.OKLAHOMA_CITY_THUNDER,1/22/2016,Location.AWAY
321,Gordon Hayward,Rodney Hood,Rudy Gobert,Team.UTAH_JAZZ,1/22/2016,Location.AWAY
322,Paul George,Glenn Robinson,Joe Young,Team.INDIANA_PACERS,1/22/2016,Location.AWAY
323,DeAndre Jordan,Chris Paul,Jamal Crawford,Team.LOS_ANGELES_CLIPPERS,1/22/2016,Location.AWAY
324,Brook Lopez,Thaddeus Young,Bojan Bogdanovi?,Team.BROOKLYN_NETS,1/22/2016,Location.HOME
325,Giannis Antetokounmpo,Jabari Parker,Khris Middleton,Team.MILWAUKEE_BUCKS,1/22/2016,Location.AWAY
326,Kawhi Leonard,David West,Tony Parker,Team.SAN_ANTONIO_SPURS,1/22/2016,Location.AWAY
327,Trevor Ariza,James Harden,Terrence Jones,Team.HOUSTON_ROCKETS,1/22/2016,Location.HOME
328,Isaiah Thomas,Evan Turner,Avery Bradley,Team.BOSTON_CELTICS,1/22/2016,Location.HOME
329,Pau Gasol,Jimmy Butler,Doug McDermott,Team.CHICAGO_BULLS,1/23/2016,Location.AWAY
330,Kemba Walker,Jeremy Lin,Marvin Williams,Team.CHARLOTTE_HORNETS,1/23/2016,Location.HOME
331,Arron Afflalo,Carmelo Anthony,Robin Lopez,Team.NEW_YORK_KNICKS,1/23/2016,Location.AWAY
332,Jordan Clarkson,Julius Randle,D'Angelo Russell,Team.LOS_ANGELES_LAKERS,1/23/2016,Location.AWAY
333,DeMarcus Cousins,Rajon Rondo,Darren Collison,Team.SACRAMENTO_KINGS,1/23/2016,Location.HOME
334,LeBron James,Kyrie Irving,J.R. Smith,Team.CLEVELAND_CAVALIERS,1/23/2016,Location.HOME
335,Anthony Davis,Alonzo Gee,Ryan Anderson,Team.NEW_ORLEANS_PELICANS,1/23/2016,Location.HOME
336,Paul George,Monta Ellis,George Hill,Team.INDIANA_PACERS,1/23/2016,Location.AWAY
337,Giannis Antetokounmpo,Jabari Parker,Khris Middleton,Team.MILWAUKEE_BUCKS,1/23/2016,Location.AWAY
338,Devin Booker,P.J. Tucker,Alex Len,Team.PHOENIX_SUNS,1/23/2016,Location.HOME
339,Gary Harris,Emmanuel Mudiay,Will Barton,Team.DENVER_NUGGETS,1/23/2016,Location.HOME
340,Andrew Wiggins,Karl-Anthony Towns,Ricky Rubio,Team.MINNESOTA_TIMBERWOLVES,1/23/2016,Location.HOME
341,Matt Barnes,Marc Gasol,Jeff Green,Team.MEMPHIS_GRIZZLIES,1/23/2016,Location.AWAY
342,Marcus Morris,Kentavious Caldwell-Pope,Andre Drummond,Team.DETROIT_PISTONS,1/23/2016,Location.AWAY
343,Al Horford,Kyle Korver,Kent Bazemore,Team.ATLANTA_HAWKS,1/23/2016,Location.AWAY
344,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Team.PORTLAND_TRAIL_BLAZERS,1/23/2016,Location.HOME
345,Ish Smith,Hollis Thompson,Robert Covington,Team.PHILADELPHIA_76ERS,1/24/2016,Location.HOME
346,Wesley Matthews,Dirk Nowitzki,Raymond Felton,Team.DALLAS_MAVERICKS,1/24/2016,Location.AWAY
347,Kyle Lowry,DeMar DeRozan,Patrick Patterson,Team.TORONTO_RAPTORS,1/24/2016,Location.HOME
348,Kevin Durant,Russell Westbrook,Serge Ibaka,Team.OKLAHOMA_CITY_THUNDER,1/24/2016,Location.AWAY
349,DeAndre Jordan,Chris Paul,Jamal Crawford,Team.LOS_ANGELES_CLIPPERS,1/24/2016,Location.AWAY
350,Brook Lopez,Thaddeus Young,Bojan Bogdanovi?,Team.BROOKLYN_NETS,1/24/2016,Location.HOME
351,Trevor Ariza,James Harden,Patrick Beverley,Team.HOUSTON_ROCKETS,1/24/2016,Location.HOME
352,Isaiah Thomas,Evan Turner,Avery Bradley,Team.BOSTON_CELTICS,1/24/2016,Location.AWAY
353,John Wall,Marcin Gortat,Otto Porter,Team.WASHINGTON_WIZARDS,1/25/2016,Location.HOME
354,Pau Gasol,Jimmy Butler,Doug McDermott,Team.CHICAGO_BULLS,1/25/2016,Location.HOME
355,Chris Bosh,Justise Winslow,Dwyane Wade,Team.MIAMI_HEAT,1/25/2016,Location.AWAY
356,Jeremy Lin,Kemba Walker,Marvin Williams,Team.CHARLOTTE_HORNETS,1/25/2016,Location.AWAY
357,Evan Fournier,Victor Oladipo,Aaron Gordon,Team.ORLANDO_MAGIC,1/25/2016,Location.AWAY
358,Draymond Green,Klay Thompson,Harrison Barnes,Team.GOLDEN_STATE_WARRIORS,1/25/2016,Location.HOME
359,DeMarcus Cousins,Rajon Rondo,Darren Collison,Team.SACRAMENTO_KINGS,1/25/2016,Location.HOME
360,LeBron James,Kyrie Irving,J.R. Smith,Team.CLEVELAND_CAVALIERS,1/25/2016,Location.HOME
361,Dante Cunningham,Jrue Holiday,Anthony Davis,Team.NEW_ORLEANS_PELICANS,1/25/2016,Location.HOME
362,Gordon Hayward,Rodney Hood,Rudy Gobert,Team.UTAH_JAZZ,1/25/2016,Location.HOME
363,LaMarcus Aldridge,Kawhi Leonard,Danny Green,Team.SAN_ANTONIO_SPURS,1/25/2016,Location.AWAY
364,Gary Harris,Emmanuel Mudiay,Will Barton,Team.DENVER_NUGGETS,1/25/2016,Location.HOME
365,James Harden,Trevor Ariza,Patrick Beverley,Team.HOUSTON_ROCKETS,1/25/2016,Location.AWAY
366,Andrew Wiggins,Karl-Anthony Towns,Ricky Rubio,Team.MINNESOTA_TIMBERWOLVES,1/25/2016,Location.AWAY
367,Isaiah Thomas,Evan Turner,Avery Bradley,Team.BOSTON_CELTICS,1/25/2016,Location.AWAY
368,Matt Barnes,Zach Randolph,Tony Allen,Team.MEMPHIS_GRIZZLIES,1/25/2016,Location.HOME
369,Marcus Morris,Kentavious Caldwell-Pope,Andre Drummond,Team.DETROIT_PISTONS,1/25/2016,Location.AWAY
370,Al Horford,Paul Millsap,Kyle Korver,Team.ATLANTA_HAWKS,1/25/2016,Location.AWAY
371,John Wall,Marcin Gortat,Otto Porter,Team.WASHINGTON_WIZARDS,1/26/2016,Location.AWAY
372,Justise Winslow,Dwyane Wade,Chris Bosh,Team.MIAMI_HEAT,1/26/2016,Location.AWAY
373,Ish Smith,Hollis Thompson,Robert Covington,Team.PHILADELPHIA_76ERS,1/26/2016,Location.HOME
374,Lance Thomas,Arron Afflalo,Derrick Williams,Team.NEW_YORK_KNICKS,1/26/2016,Location.HOME
375,Evan Fournier,Victor Oladipo,Aaron Gordon,Team.ORLANDO_MAGIC,1/26/2016,Location.AWAY
376,Jordan Clarkson,Julius Randle,D'Angelo Russell,Team.LOS_ANGELES_LAKERS,1/26/2016,Location.HOME
377,Wesley Matthews,Dirk Nowitzki,Raymond Felton,Team.DALLAS_MAVERICKS,1/26/2016,Location.AWAY
378,Kyle Lowry,DeMar DeRozan,Patrick Patterson,Team.TORONTO_RAPTORS,1/26/2016,Location.HOME
379,DeMarcus Cousins,Rajon Rondo,Darren Collison,Team.SACRAMENTO_KINGS,1/26/2016,Location.AWAY
380,Kevin Durant,Russell Westbrook,Serge Ibaka,Team.OKLAHOMA_CITY_THUNDER,1/26/2016,Location.AWAY
381,Paul George,Monta Ellis,George Hill,Team.INDIANA_PACERS,1/26/2016,Location.HOME
382,DeAndre Jordan,Chris Paul,Jamal Crawford,Team.LOS_ANGELES_CLIPPERS,1/26/2016,Location.AWAY
383,Brook Lopez,Thaddeus Young,Bojan Bogdanovi?,Team.BROOKLYN_NETS,1/26/2016,Location.HOME
384,Giannis Antetokounmpo,Jabari Parker,Khris Middleton,Team.MILWAUKEE_BUCKS,1/26/2016,Location.HOME
385,Devin Booker,P.J. Tucker,Alex Len,Team.PHOENIX_SUNS,1/26/2016,Location.AWAY
386,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Team.PORTLAND_TRAIL_BLAZERS,1/26/2016,Location.HOME
387,Ish Smith,Hollis Thompson,Robert Covington,Team.PHILADELPHIA_76ERS,1/27/2016,Location.AWAY
388,Kemba Walker,Marvin Williams,Nicolas Batum,Team.CHARLOTTE_HORNETS,1/27/2016,Location.AWAY
389,Raymond Felton,Chandler Parsons,Wesley Matthews,Team.DALLAS_MAVERICKS,1/27/2016,Location.AWAY
390,Draymond Green,Klay Thompson,Harrison Barnes,Team.GOLDEN_STATE_WARRIORS,1/27/2016,Location.HOME
391,Kevin Durant,Russell Westbrook,Serge Ibaka,Team.OKLAHOMA_CITY_THUNDER,1/27/2016,Location.AWAY
392,LeBron James,Kyrie Irving,J.R. Smith,Team.CLEVELAND_CAVALIERS,1/27/2016,Location.HOME
393,Gordon Hayward,Rodney Hood,Rudy Gobert,Team.UTAH_JAZZ,1/27/2016,Location.HOME
394,DeAndre Jordan,Chris Paul,Jamal Crawford,Team.LOS_ANGELES_CLIPPERS,1/27/2016,Location.AWAY
395,Devin Booker,P.J. Tucker,Alex Len,Team.PHOENIX_SUNS,1/27/2016,Location.AWAY
396,LaMarcus Aldridge,Kawhi Leonard,Danny Green,Team.SAN_ANTONIO_SPURS,1/27/2016,Location.HOME
397,Gary Harris,Emmanuel Mudiay,Will Barton,Team.DENVER_NUGGETS,1/27/2016,Location.AWAY
398,James Harden,Trevor Ariza,Dwight Howard,Team.HOUSTON_ROCKETS,1/27/2016,Location.AWAY
399,Andrew Wiggins,Karl-Anthony Towns,Ricky Rubio,Team.MINNESOTA_TIMBERWOLVES,1/27/2016,Location.HOME
400,Isaiah Thomas,Evan Turner,Avery Bradley,Team.BOSTON_CELTICS,1/27/2016,Location.HOME
401,Marcus Morris,Kentavious Caldwell-Pope,Andre Drummond,Team.DETROIT_PISTONS,1/27/2016,Location.HOME
402,Al Horford,Paul Millsap,Kyle Korver,Team.ATLANTA_HAWKS,1/27/2016,Location.HOME
403,John Wall,Marcin Gortat,Otto Porter,Team.WASHINGTON_WIZARDS,1/28/2016,Location.HOME
404,Pau Gasol,Jimmy Butler,Doug McDermott,Team.CHICAGO_BULLS,1/28/2016,Location.AWAY
405,Arron Afflalo,Langston Galloway,Derrick Williams,Team.NEW_YORK_KNICKS,1/28/2016,Location.AWAY
406,Jordan Clarkson,Julius Randle,D'Angelo Russell,Team.LOS_ANGELES_LAKERS,1/28/2016,Location.HOME
407,Kyle Lowry,DeMar DeRozan,Patrick Patterson,Team.TORONTO_RAPTORS,1/28/2016,Location.HOME
408,DeMarcus Cousins,Rajon Rondo,Darren Collison,Team.SACRAMENTO_KINGS,1/28/2016,Location.AWAY
409,Ryan Anderson,Norris Cole,Bryce Dejean-Jones,Team.NEW_ORLEANS_PELICANS,1/28/2016,Location.HOME
410,Paul George,Monta Ellis,George Hill,Team.INDIANA_PACERS,1/28/2016,Location.HOME
411,Giannis Antetokounmpo,Jabari Parker,Khris Middleton,Team.MILWAUKEE_BUCKS,1/28/2016,Location.AWAY
412,Gary Harris,Emmanuel Mudiay,Will Barton,Team.DENVER_NUGGETS,1/28/2016,Location.AWAY
413,Matt Barnes,Zach Randolph,Tony Allen,Team.MEMPHIS_GRIZZLIES,1/28/2016,Location.HOME
414,Al Horford,Paul Millsap,Kyle Korver,Team.ATLANTA_HAWKS,1/28/2016,Location.AWAY
415,Luol Deng,Goran Dragi?,Dwyane Wade,Team.MIAMI_HEAT,1/29/2016,Location.AWAY
416,Kemba Walker,Marvin Williams,Nicolas Batum,Team.CHARLOTTE_HORNETS,1/29/2016,Location.AWAY
417,Arron Afflalo,Carmelo Anthony,Robin Lopez,Team.NEW_YORK_KNICKS,1/29/2016,Location.HOME
418,Evan Fournier,Victor Oladipo,Aaron Gordon,Team.ORLANDO_MAGIC,1/29/2016,Location.AWAY
419,Jordan Clarkson,Julius Randle,D'Angelo Russell,Team.LOS_ANGELES_LAKERS,1/29/2016,Location.AWAY
420,Wesley Matthews,Dirk Nowitzki,Raymond Felton,Team.DALLAS_MAVERICKS,1/29/2016,Location.HOME
421,Kevin Durant,Russell Westbrook,Serge Ibaka,Team.OKLAHOMA_CITY_THUNDER,1/29/2016,Location.HOME
422,LeBron James,Kyrie Irving,J.R. Smith,Team.CLEVELAND_CAVALIERS,1/29/2016,Location.AWAY
423,Gordon Hayward,Rodney Hood,Rudy Gobert,Team.UTAH_JAZZ,1/29/2016,Location.HOME
424,DeAndre Jordan,Chris Paul,Jamal Crawford,Team.LOS_ANGELES_CLIPPERS,1/29/2016,Location.HOME
425,Brook Lopez,Thaddeus Young,Bojan Bogdanovi?,Team.BROOKLYN_NETS,1/29/2016,Location.AWAY
426,Giannis Antetokounmpo,Jabari Parker,Khris Middleton,Team.MILWAUKEE_BUCKS,1/29/2016,Location.HOME
427,Devin Booker,P.J. Tucker,Alex Len,Team.PHOENIX_SUNS,1/29/2016,Location.AWAY
428,James Harden,Trevor Ariza,Dwight Howard,Team.HOUSTON_ROCKETS,1/29/2016,Location.AWAY
429,Andrew Wiggins,Karl-Anthony Towns,Ricky Rubio,Team.MINNESOTA_TIMBERWOLVES,1/29/2016,Location.AWAY
430,Isaiah Thomas,Evan Turner,Avery Bradley,Team.BOSTON_CELTICS,1/29/2016,Location.HOME
431,Marcus Morris,Kentavious Caldwell-Pope,Andre Drummond,Team.DETROIT_PISTONS,1/29/2016,Location.HOME
432,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Team.PORTLAND_TRAIL_BLAZERS,1/29/2016,Location.HOME
433,John Wall,Marcin Gortat,Otto Porter,Team.WASHINGTON_WIZARDS,1/30/2016,Location.AWAY
434,Ish Smith,Hollis Thompson,Robert Covington,Team.PHILADELPHIA_76ERS,1/30/2016,Location.HOME
435,Kyle Lowry,DeMar DeRozan,Patrick Patterson,Team.TORONTO_RAPTORS,1/30/2016,Location.HOME
436,Draymond Green,Klay Thompson,Harrison Barnes,Team.GOLDEN_STATE_WARRIORS,1/30/2016,Location.AWAY
437,DeMarcus Cousins,Rajon Rondo,Darren Collison,Team.SACRAMENTO_KINGS,1/30/2016,Location.AWAY
438,LeBron James,Kyrie Irving,J.R. Smith,Team.CLEVELAND_CAVALIERS,1/30/2016,Location.HOME
439,Anthony Davis,Alonzo Gee,Bryce Dejean-Jones,Team.NEW_ORLEANS_PELICANS,1/30/2016,Location.HOME
440,Paul George,Monta Ellis,George Hill,Team.INDIANA_PACERS,1/30/2016,Location.HOME
441,Brook Lopez,Thaddeus Young,Bojan Bogdanovi?,Team.BROOKLYN_NETS,1/30/2016,Location.AWAY
442,LaMarcus Aldridge,Kawhi Leonard,Danny Green,Team.SAN_ANTONIO_SPURS,1/30/2016,Location.AWAY
443,Gary Harris,Emmanuel Mudiay,Will Barton,Team.DENVER_NUGGETS,1/30/2016,Location.AWAY
444,James Harden,Trevor Ariza,Dwight Howard,Team.HOUSTON_ROCKETS,1/30/2016,Location.HOME
445,Matt Barnes,Zach Randolph,Tony Allen,Team.MEMPHIS_GRIZZLIES,1/30/2016,Location.HOME
446,Marcus Morris,Kentavious Caldwell-Pope,Andre Drummond,Team.DETROIT_PISTONS,1/30/2016,Location.AWAY
447,Pau Gasol,Jimmy Butler,Doug McDermott,Team.CHICAGO_BULLS,1/31/2016,Location.AWAY
448,Luol Deng,Goran Dragi?,Dwyane Wade,Team.MIAMI_HEAT,1/31/2016,Location.HOME
449,Kemba Walker,Michael Kidd-Gilchrist,Spencer Hawes,Team.CHARLOTTE_HORNETS,1/31/2016,Location.AWAY
450,Arron Afflalo,Carmelo Anthony,Robin Lopez,Team.NEW_YORK_KNICKS,1/31/2016,Location.HOME
451,Evan Fournier,Victor Oladipo,Aaron Gordon,Team.ORLANDO_MAGIC,1/31/2016,Location.HOME
452,Jordan Clarkson,Julius Randle,D'Angelo Russell,Team.LOS_ANGELES_LAKERS,1/31/2016,Location.HOME
453,Zaza Pachulia,Raymond Felton,Chandler Parsons,Team.DALLAS_MAVERICKS,1/31/2016,Location.HOME
454,Draymond Green,Klay Thompson,Harrison Barnes,Team.GOLDEN_STATE_WARRIORS,1/31/2016,Location.AWAY
455,DeAndre Jordan,Chris Paul,Jamal Crawford,Team.LOS_ANGELES_CLIPPERS,1/31/2016,Location.HOME
456,Devin Booker,P.J. Tucker,Alex Len,Team.PHOENIX_SUNS,1/31/2016,Location.AWAY
457,Andrew Wiggins,Karl-Anthony Towns,Ricky Rubio,Team.MINNESOTA_TIMBERWOLVES,1/31/2016,Location.AWAY
458,Isaiah Thomas,Evan Turner,Avery Bradley,Team.BOSTON_CELTICS,1/31/2016,Location.AWAY
459,Al Horford,Paul Millsap,Kyle Korver,Team.ATLANTA_HAWKS,1/31/2016,Location.AWAY
460,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Team.PORTLAND_TRAIL_BLAZERS,1/31/2016,Location.HOME
461,John Wall,Marcin Gortat,Otto Porter,Team.WASHINGTON_WIZARDS,2/1/2016,Location.AWAY
462,Pau Gasol,Jimmy Butler,Doug McDermott,Team.CHICAGO_BULLS,2/1/2016,Location.AWAY
463,Evan Fournier,Victor Oladipo,Aaron Gordon,Team.ORLANDO_MAGIC,2/1/2016,Location.AWAY
464,Wesley Matthews,Dirk Nowitzki,Raymond Felton,Team.DALLAS_MAVERICKS,2/1/2016,Location.AWAY
465,Kyle Lowry,DeMar DeRozan,Patrick Patterson,Team.TORONTO_RAPTORS,2/1/2016,Location.AWAY
466,Rudy Gay,Marco Belinelli,Rajon Rondo,Team.SACRAMENTO_KINGS,2/1/2016,Location.HOME
467,Kevin Durant,Russell Westbrook,Serge Ibaka,Team.OKLAHOMA_CITY_THUNDER,2/1/2016,Location.HOME
468,LeBron James,Kyrie Irving,J.R. Smith,Team.CLEVELAND_CAVALIERS,2/1/2016,Location.AWAY
